Gene,DlpsB_1,DlpsB_2,DlpsB_3,DpbpG_1,DpbpG_2,DpbpG_3,WT_1,WT_2,WT_3
gene-ACX60_RS01955,1093,1610,1582,1295,1385,1192,1212,1336,1578
gene-ACX60_RS01960,10661,14301,15440,13110,12750,13859,12366,13038,15351
gene-ACX60_RS01965,7307,10742,11057,9736,8564,11848,7379,8013,8955
gene-ACX60_RS01970,167440,222240,266503,194662,162973,226967,161841,175659,206350
gene-ACX60_RS19425,992,1348,1898,1666,1342,1983,1734,1577,1850
gene-ACX60_RS01980,8763,13919,12795,12517,13643,13871,9554,9926,11719
gene-ACX60_RS01985,7393,11566,11909,11141,10836,13111,8640,9361,10841
gene-ACX60_RS01990,6795,10756,11141,10410,10342,10741,7421,8591,9492
gene-ACX60_RS01995,11297,17712,18986,19470,20364,19050,13874,15893,15864
gene-ACX60_RS02000,1061,1709,2811,2294,1970,2667,2128,2331,2190
gene-ACX60_RS02005,694,935,1056,844,864,1119,763,801,1055
gene-ACX60_RS02010,2260,3578,2788,3375,4433,2804,2137,2467,3112
gene-ACX60_RS02015,454,812,836,705,671,646,383,533,663
gene-ACX60_RS02020,456,713,819,643,502,685,612,595,650
gene-ACX60_RS02025,1793,2566,2618,2160,2064,2338,1908,1968,2441
gene-ACX60_RS02030,369,546,755,570,544,661,434,474,489
gene-ACX60_RS02035,245,354,412,286,377,353,276,219,351
gene-ACX60_RS02040,9405,14630,15174,14665,15329,16006,11321,12962,12994
gene-ACX60_RS02045,2317,3273,3108,2644,2592,2626,2221,2361,2803
gene-ACX60_RS02050,1153,1876,1753,1440,1449,1459,1250,1381,1577
gene-ACX60_RS02055,195,277,446,291,285,379,261,214,325
gene-ACX60_RS02060,2647,3533,3148,2975,3192,2840,2171,2449,3002
gene-ACX60_RS02065,336,500,642,410,349,471,433,465,555
gene-ACX60_RS02070,366,567,584,519,444,517,421,470,477
gene-ACX60_RS19430,0,1,0,0,0,3,0,0,0
gene-ACX60_RS02075,1280,2044,1977,1343,1412,1357,1055,1137,1419
gene-ACX60_RS02080,901,1493,1732,1101,917,1064,926,1116,1240
gene-ACX60_RS02085,36,68,67,71,33,44,64,53,75
gene-ACX60_RS02090,61967,80522,101388,94125,93229,109777,89451,97522,95450
gene-ACX60_RS02095,168700,219188,250777,269427,265485,290099,246643,272671,285290
gene-ACX60_RS02100,93346,125494,122005,135923,150350,153311,130477,150356,139707
gene-ACX60_RS02105,19290,28269,37710,35530,33664,39403,36688,37359,37581
gene-ACX60_RS02110,160780,203215,234171,222728,229935,263306,232017,268836,255699
gene-ACX60_RS02115,62139,80916,84774,85956,85663,99002,95778,109984,102060
gene-ACX60_RS02120,36138,46834,56468,59137,62092,63173,65579,71992,69844
gene-ACX60_RS02125,97024,126509,146706,146107,156372,161535,150637,175925,172932
gene-ACX60_RS02130,64579,84110,94784,100665,109716,105180,105742,133012,127371
gene-ACX60_RS02135,17600,25305,28292,26923,29385,28670,29707,30361,35233
gene-ACX60_RS02140,63465,81302,99572,98365,105781,100914,105377,119829,123808
gene-ACX60_RS02145,35066,50992,58372,48140,48312,59356,53895,61592,58335
gene-ACX60_RS02150,29924,40511,49542,38911,38198,42450,34207,37485,44835
gene-ACX60_RS02155,91723,123166,146903,135722,122519,155398,150339,173753,164678
gene-ACX60_RS02160,36741,50803,56868,55828,54922,61812,59910,68899,65245
gene-ACX60_RS02165,57275,79560,84010,87403,93999,87599,84863,91358,99188
gene-ACX60_RS02170,86381,127394,133255,117234,120020,134167,121865,137092,143814
gene-ACX60_RS02175,36422,49360,61713,48653,46113,61209,53654,57471,59932
gene-ACX60_RS02180,83864,114981,118402,114981,115781,125913,117197,125563,133038
gene-ACX60_RS02185,8382,11894,15830,16141,12651,17287,21541,20996,19686
gene-ACX60_RS02190,73091,98160,107968,100103,96229,125913,124267,141643,121147
gene-ACX60_RS02195,201257,288831,312119,331489,344546,350301,362059,382685,378133
gene-ACX60_RS02200,10156,19518,24456,21795,18943,25348,21857,21026,24807
gene-ACX60_RS02205,57278,80511,93466,81523,71180,95005,85163,94117,91599
gene-ACX60_RS02210,34306,45625,54114,43658,41487,55962,50079,55216,52781
gene-ACX60_RS02215,120386,159592,176067,172305,172637,200928,180559,202309,195072
gene-ACX60_RS02220,163792,232454,241530,272109,265939,297854,287694,312511,314201
gene-ACX60_RS02225,30530,39482,49061,47239,46288,58584,53144,59174,55077
gene-ACX60_RS02230,393,710,754,570,484,610,552,470,590
gene-ACX60_RS02235,68,98,118,123,48,99,87,74,113
gene-ACX60_RS02240,26,24,55,31,23,43,40,48,57
gene-ACX60_RS02245,24,29,32,32,21,37,29,32,39
gene-ACX60_RS02250,368,590,518,250,363,286,362,395,472
gene-ACX60_RS02255,115,179,191,107,106,99,138,102,167
gene-ACX60_RS02260,832,1322,1304,731,860,890,886,1001,1146
gene-ACX60_RS02265,1066,1851,1692,935,988,1044,905,1076,1041
gene-ACX60_RS02270,1585,2919,1925,1079,1198,968,785,1125,1210
gene-ACX60_RS02275,20252,34495,29225,14934,17417,13457,12418,16275,15570
gene-ACX60_RS02280,6147,9000,8728,7665,7906,7912,6648,7383,8227
gene-ACX60_RS02285,22,27,41,66,97,81,79,51,82
gene-ACX60_RS02290,116,252,323,291,263,324,327,287,338
gene-ACX60_RS02295,194,382,351,402,484,452,426,428,525
gene-ACX60_RS02300,179,332,374,244,189,345,380,326,412
gene-ACX60_RS02305,2523,3604,4324,2284,2072,2896,2878,3005,3612
gene-ACX60_RS02310,3,4,7,6,7,9,4,6,7
gene-ACX60_RS02315,30,46,73,52,25,65,61,57,64
gene-ACX60_RS02320,294,549,725,552,533,607,489,475,621
gene-ACX60_RS02325,486,792,806,555,470,627,429,468,636
gene-ACX60_RS02330,107,167,246,151,105,166,174,158,206
gene-ACX60_RS02335,75,108,105,73,52,114,132,85,126
gene-ACX60_RS02340,758,1255,1359,1125,1124,1215,1150,1219,1246
gene-ACX60_RS02345,298,408,524,393,379,393,297,331,410
gene-ACX60_RS02350,1572,2721,2826,3159,2891,3112,2300,2296,2606
gene-ACX60_RS02355,2441,3654,4183,3752,3848,3471,1850,1981,2147
gene-ACX60_RS02360,165,305,442,262,230,370,319,252,334
gene-ACX60_RS02365,264,317,435,274,247,341,375,364,374
gene-ACX60_RS02370,1230,1889,2759,1638,1375,2278,1723,1586,1923
gene-ACX60_RS02375,8446,11873,11860,11058,11534,11443,10327,10862,12000
gene-ACX60_RS02380,7107,10104,12068,10438,9010,12241,10813,11431,12123
gene-ACX60_RS02385,3337,5082,5484,4841,4882,4927,2801,3147,3490
gene-ACX60_RS02390,1295,1855,1873,1810,1770,1918,1279,1239,1484
gene-ACX60_RS02395,15424,23735,22645,28974,28395,30865,25113,29162,29722
gene-ACX60_RS02400,30,45,110,47,48,49,30,59,39
gene-ACX60_RS02405,1118,2044,2512,878,925,1220,893,1129,1133
gene-ACX60_RS02410,144,202,275,151,159,184,155,195,197
gene-ACX60_RS02415,5332,8184,8563,7924,7514,8343,7807,8776,9379
gene-ACX60_RS02420,2348,3643,3474,3555,3405,3688,3654,4027,4018
gene-ACX60_RS02425,324,454,627,440,293,591,567,424,624
gene-ACX60_RS02430,0,0,0,0,0,0,0,0,0
gene-ACX60_RS02435,0,0,0,0,0,0,0,0,0
gene-ACX60_RS02440,0,0,0,0,0,0,0,0,0
gene-ACX60_RS02445,740,986,1491,1074,865,1165,1356,1261,1528
gene-ACX60_RS02450,82,90,245,74,73,198,234,165,143
gene-ACX60_RS02455,33,47,65,23,18,59,55,42,51
gene-ACX60_RS02460,167,251,257,129,158,222,171,133,204
gene-ACX60_RS02465,157,220,315,165,151,236,138,147,257
gene-ACX60_RS02470,99,147,167,133,95,140,114,136,152
gene-ACX60_RS02475,136,203,192,127,144,122,144,112,170
gene-ACX60_RS02480,80,101,115,57,58,64,66,37,65
gene-ACX60_RS02485,248,326,363,153,276,244,206,225,288
gene-ACX60_RS02490,332,451,426,275,259,288,325,334,396
gene-ACX60_RS02495,106,194,176,100,115,80,87,97,128
gene-ACX60_RS02500,307,503,504,260,325,343,352,320,374
gene-ACX60_RS02505,959,1561,2161,1433,1405,1997,1493,1500,1667
gene-ACX60_RS02510,1002,1316,1481,1303,1105,1553,1312,1301,1366
gene-ACX60_RS02515,225,481,556,333,349,455,343,403,378
gene-ACX60_RS02520,18081,24552,29377,20494,17960,31016,21368,22665,21759
gene-ACX60_RS02525,34942,47471,65953,53820,43335,66992,49233,55865,60178
gene-ACX60_RS02530,2421,3088,3548,2603,2671,3027,2500,2648,3120
gene-ACX60_RS02535,3514,5349,5275,4799,4470,5162,4527,4696,5461
gene-ACX60_RS02540,1443,2254,2240,1867,2012,2115,1649,1797,2024
gene-ACX60_RS02545,248,351,409,295,290,379,312,316,393
gene-ACX60_RS02550,742,990,997,889,736,864,1092,1107,1109
gene-ACX60_RS02555,196,318,447,225,236,257,298,253,314
gene-ACX60_RS02560,2784,4208,4059,3228,2937,3129,2597,3121,3680
gene-ACX60_RS02565,713,1006,1202,879,966,1034,893,920,1120
gene-ACX60_RS02570,450,866,895,700,685,933,810,685,739
gene-ACX60_RS02575,391,452,545,372,313,440,499,443,596
gene-ACX60_RS02580,323,538,696,493,396,607,462,461,569
gene-ACX60_RS02585,275,429,652,603,388,712,892,726,752
gene-ACX60_RS02590,290,431,465,569,474,498,570,472,635
gene-ACX60_RS02595,0,0,0,0,0,0,0,0,0
gene-ACX60_RS02600,0,0,0,0,0,0,0,0,0
gene-ACX60_RS02605,0,0,0,0,0,0,0,0,0
gene-ACX60_RS02610,0,0,0,0,0,0,0,0,0
gene-ACX60_RS02615,0,0,2,0,0,0,2,0,0
gene-ACX60_RS02620,622,1082,1179,781,668,938,755,763,1038
gene-ACX60_RS02625,489,645,661,586,610,593,729,722,951
gene-ACX60_RS02630,336,765,939,551,497,667,346,408,557
gene-ACX60_RS02635,246,293,348,206,234,269,233,192,314
gene-ACX60_RS02640,525,781,926,682,725,871,662,716,655
gene-ACX60_RS02645,696,1168,1012,945,1111,1183,927,1154,1018
gene-ACX60_RS02650,74,121,121,106,58,115,125,78,122
gene-ACX60_RS02660,190,297,431,256,188,284,230,207,289
gene-ACX60_RS02665,152,208,247,188,145,247,193,188,225
gene-ACX60_RS02670,208,369,488,272,270,309,375,346,328
gene-ACX60_RS19435,198,245,541,367,169,436,427,428,484
gene-ACX60_RS02680,1604,3322,3467,1674,1341,1769,1734,2043,2005
gene-ACX60_RS02685,109,198,283,131,97,188,216,165,204
gene-ACX60_RS02690,64,79,110,69,60,99,103,99,98
gene-ACX60_RS02695,167,247,316,165,131,192,224,241,286
gene-ACX60_RS02700,60,76,107,66,57,74,89,89,88
gene-ACX60_RS02705,18,25,36,7,16,10,22,21,21
gene-ACX60_RS02710,19,34,32,43,22,24,27,30,38
gene-ACX60_RS19705,1,16,10,8,11,29,4,15,8
gene-ACX60_RS02715,116,182,221,151,86,123,190,170,201
gene-ACX60_RS02720,96,180,168,120,137,120,176,191,273
gene-ACX60_RS02725,30,27,35,28,36,45,79,64,76
gene-ACX60_RS02730,9,28,16,13,1,7,8,13,16
gene-ACX60_RS02735,50,77,63,69,32,60,38,82,108
gene-ACX60_RS02740,35,50,88,46,24,63,48,52,73
gene-ACX60_RS02745,20,28,34,30,19,24,27,21,30
gene-ACX60_RS02750,1026,1710,1742,849,748,948,996,989,1269
gene-ACX60_RS02755,329,643,688,434,388,530,405,480,528
gene-ACX60_RS02760,82,114,151,88,67,101,81,92,91
gene-ACX60_RS02765,40,92,88,61,69,58,83,67,79
gene-ACX60_RS02770,815,1143,1315,990,773,1046,1038,955,1107
gene-ACX60_RS02775,187,351,446,209,234,263,315,297,334
gene-ACX60_RS02780,227,340,378,340,235,290,323,336,400
gene-ACX60_RS02785,137,298,275,196,157,213,192,182,245
gene-ACX60_RS02790,245,343,369,326,228,212,387,356,365
gene-ACX60_RS02795,1162,1573,1682,1280,1144,1449,1360,1295,1719
gene-ACX60_RS02800,573,986,1127,555,581,766,537,710,676
gene-ACX60_RS02805,603,1037,1579,813,747,1049,981,3847,1266
gene-ACX60_RS02810,10,27,31,23,10,36,18,112,18
gene-ACX60_RS02815,225,302,783,296,312,468,444,2912,520
gene-ACX60_RS02820,157,176,259,205,133,230,172,262,232
gene-ACX60_RS19025,95,73,120,107,102,114,125,149,145
gene-ACX60_RS02825,560,1038,1373,680,618,830,891,868,955
gene-ACX60_RS02830,26,21,61,39,29,30,33,55,53
gene-ACX60_RS02835,90,117,177,119,100,122,172,119,158
gene-ACX60_RS02840,115,171,286,190,182,199,190,177,221
gene-ACX60_RS02845,635,991,1439,860,698,1227,869,891,976
gene-ACX60_RS02850,325,574,1099,380,288,537,348,275,540
gene-ACX60_RS02855,2057,3032,2941,2606,2626,2842,2448,2540,2894
gene-ACX60_RS02860,909,1291,1326,1051,1065,1196,989,1043,1082
gene-ACX60_RS02865,311,477,576,295,300,466,365,403,415
gene-ACX60_RS02870,783,1074,1265,1179,1145,1310,1105,1104,1176
gene-ACX60_RS02875,316,434,655,392,335,457,443,395,444
gene-ACX60_RS02880,477,643,642,556,533,592,576,537,756
gene-ACX60_RS02885,118,184,198,146,139,149,158,192,274
gene-ACX60_RS02890,2507,3803,3765,3122,3282,3300,2778,3365,3722
gene-ACX60_RS02895,5392,7657,8461,8898,8371,9719,9581,10432,10183
gene-ACX60_RS02900,17198,24172,24713,25367,26580,28519,27365,30173,29830
gene-ACX60_RS02905,1654,2404,3068,2408,2160,3044,2066,2389,2622
gene-ACX60_RS02910,4947,7478,7969,7584,7115,8359,5969,6511,7590
gene-ACX60_RS02915,238,399,509,292,169,366,502,541,562
gene-ACX60_RS02920,166,223,304,183,145,238,324,303,335
gene-ACX60_RS02925,1169,1765,1957,1354,1375,1684,1219,1344,1570
gene-ACX60_RS02930,150,207,306,206,153,247,221,205,261
gene-ACX60_RS02935,212,419,536,256,190,330,429,399,563
gene-ACX60_RS02940,32,26,76,24,18,28,58,48,46
gene-ACX60_RS02950,48,69,112,66,24,57,109,107,79
gene-ACX60_RS02955,18,30,40,14,12,21,27,34,48
gene-ACX60_RS02960,83,90,234,100,95,98,160,162,115
gene-ACX60_RS20055,7,15,24,2,13,4,20,26,21
gene-ACX60_RS02965,31,56,109,38,61,60,82,69,92
gene-ACX60_RS02970,9,26,23,22,18,20,12,18,36
gene-ACX60_RS02975,769,1115,1243,616,569,633,870,738,895
gene-ACX60_RS02980,3830,6212,6799,3537,3605,3851,3276,3355,4331
gene-ACX60_RS02985,9354,13691,14941,11346,10004,12684,10053,11372,11706
gene-ACX60_RS02990,528,743,778,579,563,642,630,585,692
gene-ACX60_RS02995,816,1293,1865,1222,994,1348,1278,1333,1375
gene-ACX60_RS03000,883,1309,1321,1089,962,1247,1294,1321,1343
gene-ACX60_RS03005,648,904,1187,788,730,877,763,846,866
gene-ACX60_RS03010,1212,1764,1723,1455,1359,1625,1428,1577,1806
gene-ACX60_RS03015,497,807,934,546,491,772,576,652,749
gene-ACX60_RS03020,388,521,735,441,370,559,484,476,553
gene-ACX60_RS03025,115,216,338,212,131,276,360,264,276
gene-ACX60_RS03030,304,570,804,482,320,731,487,516,601
gene-ACX60_RS03035,514,848,1009,736,719,863,646,654,809
gene-ACX60_RS03040,24717,36259,38105,34483,34716,38654,32705,37325,39290
gene-ACX60_RS03045,601,990,1150,1629,1545,1455,682,717,824
gene-ACX60_RS03050,769,1016,1224,1015,955,1106,675,710,749
gene-ACX60_RS03055,911,1415,1510,1271,1449,1260,1184,1344,1409
gene-ACX60_RS03060,622,920,1041,861,739,1025,660,724,750
gene-ACX60_RS03065,939,1408,1932,1314,1709,993,38,19,53
gene-ACX60_RS03070,70,101,188,74,78,129,126,93,116
gene-ACX60_RS03075,3144,4992,4334,2855,3365,2946,2110,2612,2879
gene-ACX60_RS03080,13058,21139,19968,8530,9361,8822,6948,8298,8157
gene-ACX60_RS03085,1416,2059,2905,1100,1381,878,54,53,78
gene-ACX60_RS03090,1053,1819,1637,1276,1525,1145,823,871,1079
gene-ACX60_RS03095,1317,2116,1868,1678,1980,1385,1012,1168,1216
gene-ACX60_RS03100,1782,2605,2657,1943,1988,2048,1644,1775,1939
gene-ACX60_RS03105,6003,8664,9197,9836,10883,10422,8741,8928,9965
gene-ACX60_RS03110,347,440,553,490,423,548,330,375,406
gene-ACX60_RS03115,421,719,742,614,542,743,492,494,588
gene-ACX60_RS03120,474,714,797,625,632,573,626,671,693
gene-ACX60_RS03125,1570,2213,3014,1945,1586,2345,2313,2274,2385
gene-ACX60_RS03130,1188,1823,1963,1367,1388,1460,952,966,1477
gene-ACX60_RS03135,3184,4514,4553,3064,3287,3357,2628,2793,3400
gene-ACX60_RS03140,402,555,469,374,426,436,362,414,417
gene-ACX60_RS03145,157,314,312,250,235,221,234,270,252
gene-ACX60_RS03150,146,129,198,158,111,146,195,198,219
gene-ACX60_RS03155,215,263,277,209,211,213,214,241,262
gene-ACX60_RS03160,9501,15630,13864,17244,16414,17514,19833,22665,23668
gene-ACX60_RS03165,6489,10103,9407,11470,11445,11952,14206,15973,16421
gene-ACX60_RS03170,2178,3667,3444,3647,3309,3892,4064,4339,4464
gene-ACX60_RS03175,2314,3531,3247,2591,2842,3079,1834,2170,2460
gene-ACX60_RS03180,101,130,159,78,104,137,90,102,133
gene-ACX60_RS03185,445,612,510,475,480,504,324,444,427
gene-ACX60_RS03190,2720,4048,4308,3395,3582,3430,2143,2330,2599
gene-ACX60_RS03195,23242,38811,34284,25565,26444,26424,18062,21085,21467
gene-ACX60_RS03200,1811,2517,2784,2675,2727,2947,1630,2038,2028
gene-ACX60_RS03205,3223,4923,4675,2932,2870,3312,3595,3890,4638
gene-ACX60_RS03210,553,859,1055,611,597,700,891,833,1016
gene-ACX60_RS03215,520,769,732,625,609,706,549,492,620
gene-ACX60_RS03220,227,370,364,295,282,354,327,388,355
gene-ACX60_RS03225,1805,2652,2355,1966,1952,2369,1935,2106,2376
gene-ACX60_RS03230,288,415,552,386,311,500,456,445,487
gene-ACX60_RS03235,583,923,905,454,425,459,419,455,567
gene-ACX60_RS03240,473,760,850,334,377,405,253,391,462
gene-ACX60_RS03245,3796,5500,5190,3298,3738,3686,3766,4534,5194
gene-ACX60_RS03250,144,216,200,122,109,154,130,88,118
gene-ACX60_RS03255,17411,28299,30991,24351,22890,28453,19783,21615,26114
gene-ACX60_RS03260,48342,69271,75753,71507,65640,79466,62791,71340,73801
gene-ACX60_RS03265,1753,2570,2817,2274,2446,2706,1704,1896,1906
gene-ACX60_RS03270,325,540,690,595,587,648,527,565,554
gene-ACX60_RS03275,29,58,18,17,20,31,26,17,34
gene-ACX60_RS03280,96,117,116,100,141,108,46,68,62
gene-ACX60_RS03285,1597,2243,2524,1828,1486,1933,1576,1783,2185
gene-ACX60_RS03290,237,379,680,280,179,405,404,375,428
gene-ACX60_RS03295,186300,290442,292797,258100,252808,277850,194028,230019,233804
gene-ACX60_RS19715,90,108,165,120,59,137,84,75,111
gene-ACX60_RS03305,1153,1765,2310,1275,1042,1960,1293,1318,1681
gene-ACX60_RS03310,3993,5759,6254,5286,5123,6180,5479,5577,6154
gene-ACX60_RS03315,2112,2969,3451,2979,2550,3297,2928,3071,3474
gene-ACX60_RS03320,2963,4192,4068,3835,3884,4019,3557,3654,4136
gene-ACX60_RS03325,24700,34412,37735,39578,36123,46882,32574,36222,36792
gene-ACX60_RS03330,970,1631,2190,1644,1302,1922,1367,1572,1566
gene-ACX60_RS03335,256,306,410,289,226,361,373,320,376
gene-ACX60_RS03340,185,352,279,292,262,328,266,269,311
gene-ACX60_RS03345,1352,1961,2200,1912,1571,1858,1890,1905,2223
gene-ACX60_RS03350,586,709,920,720,592,648,966,838,981
gene-ACX60_RS03355,2204,3388,3732,2524,2636,2750,2597,2641,3418
gene-ACX60_RS03360,2170,3553,3273,3295,3640,3139,2739,3308,3366
gene-ACX60_RS03365,341,470,465,442,346,391,353,426,488
gene-ACX60_RS03370,896,1175,1503,1257,1015,1360,854,806,1097
gene-ACX60_RS03375,1217,1913,2415,1723,1616,2031,1298,1446,1601
gene-ACX60_RS03380,637,858,1008,785,790,1018,647,767,662
gene-ACX60_RS03385,67,110,112,60,96,44,90,61,84
gene-ACX60_RS03390,1,6,30,12,9,14,10,11,17
gene-ACX60_RS03395,10,18,48,14,19,15,33,22,27
gene-ACX60_RS03400,45,47,93,26,31,55,51,59,71
gene-ACX60_RS03405,7251,10379,10884,9519,9253,10066,9227,10885,11012
gene-ACX60_RS03410,1949,3000,3178,2381,2440,2661,2738,3042,3435
gene-ACX60_RS03415,691,1106,1109,821,795,874,827,973,930
gene-ACX60_RS03420,11,13,31,13,16,23,24,8,21
gene-ACX60_RS03425,69,109,160,85,96,115,213,224,222
gene-ACX60_RS03430,144,253,179,154,141,132,170,152,181
gene-ACX60_RS03435,85,96,104,54,60,56,88,140,95
gene-ACX60_RS03440,404,723,758,489,468,549,797,848,960
gene-ACX60_RS03445,535,810,853,581,601,703,792,829,1053
gene-ACX60_RS03450,100,142,170,162,123,154,191,169,188
gene-ACX60_RS03455,1940,2828,2970,2525,2326,2675,1987,2005,2366
gene-ACX60_RS03460,78,97,123,129,130,117,33,54,41
gene-ACX60_RS03465,159,209,298,165,136,187,245,171,260
gene-ACX60_RS03470,388,645,746,565,629,673,565,534,596
gene-ACX60_RS03475,418,607,660,517,519,637,449,491,596
gene-ACX60_RS03480,316,680,691,621,405,753,763,677,760
gene-ACX60_RS03485,1878,3492,2792,3014,2980,3350,3104,3691,3609
gene-ACX60_RS03490,2295,4106,3084,3808,3394,4063,3601,4354,4394
gene-ACX60_RS03495,319,674,446,522,564,592,774,646,671
gene-ACX60_RS03500,842,1132,1040,1078,947,1102,1248,1294,1176
gene-ACX60_RS03505,1063,1329,876,1303,1229,969,1430,1248,1424
gene-ACX60_RS03510,168,225,231,237,199,272,256,282,228
gene-ACX60_RS03515,361,379,502,449,380,442,415,358,458
gene-ACX60_RS03520,2509,4128,4506,3505,3543,3973,3311,3398,4126
gene-ACX60_RS03525,3921,5310,6465,5478,5002,6074,4959,4940,5299
gene-ACX60_RS03530,2276,3400,3420,2608,2661,2547,2612,2810,3166
gene-ACX60_RS03535,417,639,697,534,466,579,497,597,631
gene-ACX60_RS03540,611,949,1255,918,846,1268,1190,1075,1181
gene-ACX60_RS19445,533,792,895,776,834,1118,1025,1019,1077
gene-ACX60_RS03545,3029,4583,4685,4403,4535,5298,5110,5369,5333
gene-ACX60_RS03550,895,1338,1204,1289,1340,1154,662,751,833
gene-ACX60_RS03555,1046,1630,1574,1019,1137,1142,922,927,1216
gene-ACX60_RS03560,324,488,622,527,418,540,483,545,530
gene-ACX60_RS03565,487,756,1008,467,401,554,430,598,637
gene-ACX60_RS03570,92,179,199,96,62,137,128,151,188
gene-ACX60_RS03575,268,359,451,266,225,266,181,230,375
gene-ACX60_RS03580,202,291,398,268,217,277,189,230,256
gene-ACX60_RS03585,473,711,778,355,387,451,287,361,487
gene-ACX60_RS03590,11955,16289,16201,15326,14990,17555,13830,16051,16513
gene-ACX60_RS03595,10440,14925,15837,14792,14993,16147,13115,14900,15890
gene-ACX60_RS03600,1100,1715,2135,1753,1625,2215,1636,1732,1973
gene-ACX60_RS03605,6383,9977,10969,9299,9497,10668,8630,8981,10014
gene-ACX60_RS03610,3282,4838,4882,5161,4867,5470,4322,4850,4924
gene-ACX60_RS03615,841,1235,1151,1222,1244,1459,965,1017,1319
gene-ACX60_RS03620,506,716,746,701,642,816,705,628,741
gene-ACX60_RS03625,2278,3474,3740,3136,3061,3497,2841,2902,3358
gene-ACX60_RS19450,658,841,1445,566,465,875,587,517,885
gene-ACX60_RS03635,3200,4449,5153,3414,3135,3926,3316,3235,4263
gene-ACX60_RS03640,1253,1785,2027,1339,1336,1573,1262,1432,1540
gene-ACX60_RS03645,399,630,706,479,399,557,339,371,440
gene-ACX60_RS03650,13016,21212,20308,13319,12857,13518,12032,13261,16100
gene-ACX60_RS03655,228,245,292,194,160,167,208,194,258
gene-ACX60_RS03660,110,210,243,157,115,174,184,171,255
gene-ACX60_RS03665,240,273,331,256,217,244,165,212,196
gene-ACX60_RS03670,166,272,481,141,102,257,190,188,198
gene-ACX60_RS03675,2016,2910,2971,3445,3415,3952,2599,2716,2914
gene-ACX60_RS03680,349,435,596,405,386,434,380,314,496
gene-ACX60_RS03685,1102,1710,1696,1164,1242,1357,1043,1085,1375
gene-ACX60_RS03690,863,1245,1304,636,564,845,653,627,966
gene-ACX60_RS03695,2,0,1,1,2,0,0,1,0
gene-ACX60_RS03700,3571,5748,5715,3699,3826,4040,3570,4136,4514
gene-ACX60_RS03705,1014,1628,1752,879,965,992,914,946,1188
gene-ACX60_RS03710,500,717,772,493,481,716,644,579,596
gene-ACX60_RS03715,45,48,49,54,26,55,53,56,32
gene-ACX60_RS03720,1133,1624,2044,1360,1267,1781,1880,2146,2227
gene-ACX60_RS03725,1025,1521,1495,1169,1199,1415,1705,1760,1960
gene-ACX60_RS03730,1567,2196,2182,2007,2162,2155,1422,1547,1687
gene-ACX60_RS03735,287,449,492,326,307,341,421,389,507
gene-ACX60_RS03740,137,256,228,162,132,186,197,197,206
gene-ACX60_RS03745,7944,13716,14166,9548,8779,11122,10356,12012,13614
gene-ACX60_RS03750,197,280,312,278,259,288,254,248,324
gene-ACX60_RS03755,212,318,360,281,311,326,213,263,217
gene-ACX60_RS03760,325,519,601,553,432,525,514,490,573
gene-ACX60_RS03765,29,58,43,38,23,32,44,54,67
gene-ACX60_RS03770,338,520,434,1444,1443,1742,2125,2090,2434
